state,region,keyword,volume,Apr-19,Aug-19,Dec-19,Feb-20,Jan-20,Jul-19,Jun-19,Mar-20,May-19,Nov-19,Oct-19,Sep-19
Michigan,Midwest,how many carbs in grapes,320,320,390,170,320,390,320,320,260,260,210,320,320
Michigan,Midwest,green grapes calories,210,210,260,110,260,260,260,260,260,110,210,260,260
Michigan,Midwest,calories in red grapes,210,260,210,110,210,260,140,210,210,210,170,210,260
Michigan,Midwest,health benefits of grapes,170,170,170,110,170,210,170,170,210,110,140,210,170
Michigan,Midwest,grape plant,140,170,110,40,50,50,170,210,170,320,50,70,110
Michigan,Midwest,j lohr,70,70,50,140,70,70,40,30,110,50,110,70,90
Michigan,Midwest,frog's leap,70,50,40,50,110,70,40,40,70,70,50,70,90
Michigan,Midwest,grapes nutrition facts,140,170,110,110,140,140,170,170,170,140,110,140,140
Michigan,Midwest,red grapes nutrition,140,170,170,90,90,140,110,140,140,140,90,110,170
Michigan,Midwest,green grapes nutrition,110,90,110,50,110,110,140,110,140,70,90,140,140
Michigan,Midwest,nutritional value of grapes,110,90,110,70,110,110,90,90,110,70,90,110,110
Michigan,Midwest,growing grapes,110,170,90,30,70,90,140,140,140,170,50,90,90
Minnesota,Midwest,winery,12100,9900,18100,12100,9900,9900,14800,12100,9900,12100,12100,14800,14800
Minnesota,Midwest,grapefruit,1900,1900,1900,2400,2900,2900,1600,1600,2900,1900,1900,1600,1600
Minnesota,Midwest,grapevine,880,880,880,880,720,880,1000,1000,880,880,880,880,1000
Minnesota,Midwest,calories in grapes,590,590,720,390,720,720,720,720,720,480,590,720,720
Minnesota,Midwest,grape nuts,720,720,720,590,880,720,590,590,1000,590,720,720,720
Minnesota,Midwest,grapes nutrition,260,260,320,210,320,260,260,320,260,210,260,320,320
Minnesota,Midwest,stags leap,210,210,210,260,210,210,170,170,110,140,210,170,170
Minnesota,Midwest,are grapes good for you,260,210,320,170,260,260,210,320,210,170,260,320,320
Minnesota,Midwest,concord grapes,210,140,260,140,140,140,210,140,110,170,170,260,390
Minnesota,Midwest,how many calories in grapes,210,210,260,170,260,210,260,210,260,170,170,210,260
Minnesota,Midwest,red grapes,320,210,260,260,320,260,210,210,720,210,320,320,320
Minnesota,Midwest,wine grapes,140,110,140,170,140,110,140,140,140,110,140,140,170
Minnesota,Midwest,black grapes,110,110,140,90,110,140,110,110,110,90,110,170,170
Minnesota,Midwest,green grapes,210,170,210,210,210,320,170,170,480,170,210,210,170
Minnesota,Midwest,purple grapes,140,170,110,90,140,140,110,110,110,210,140,110,110
Minnesota,Midwest,white grapes,110,110,110,90,90,110,90,110,110,110,110,110,90
Minnesota,Midwest,how many carbs in grapes,170,140,210,110,170,210,170,170,140,90,140,170,170
Minnesota,Midwest,green grapes calories,140,110,170,70,140,140,170,170,140,90,110,170,170
Minnesota,Midwest,calories in red grapes,170,140,170,90,170,140,170,170,170,140,110,210,210
Minnesota,Midwest,health benefits of grapes,90,70,110,70,90,70,110,110,90,70,70,110,110
Minnesota,Midwest,grape plant,70,90,50,30,50,20,70,110,70,140,20,40,70
Minnesota,Midwest,j lohr,50,70,30,70,50,50,40,40,50,50,50,50,50
Minnesota,Midwest,frog's leap,50,50,50,50,90,70,50,50,50,40,70,70,50
Minnesota,Midwest,grapes nutrition facts,90,110,90,50,90,90,90,110,70,90,70,90,90
Minnesota,Midwest,red grapes nutrition,90,110,90,70,110,70,90,90,90,90,90,140,110
Minnesota,Midwest,green grapes nutrition,70,50,110,40,70,90,90,90,50,50,70,110,90
Minnesota,Midwest,nutritional value of grapes,70,50,70,30,50,70,50,50,50,40,90,90,90
Minnesota,Midwest,growing grapes,40,50,50,20,30,20,70,70,40,90,20,30,40
Missouri,Midwest,winery,12100,9900,14800,9900,9900,8100,12100,12100,8100,12100,12100,12100,12100
Missouri,Midwest,grapefruit,1900,1600,1600,1900,1900,2400,1600,1600,1900,1900,1600,1600,1600
Missouri,Midwest,grapevine,1000,880,1000,880,880,880,1000,1000,1000,880,1000,880,1000
Missouri,Midwest,calories in grapes,720,720,880,390,720,880,720,720,590,590,590,720,880
Missouri,Midwest,grape nuts,590,590,720,480,590,590,480,480,880,480,720,590,590
Missouri,Midwest,grapes nutrition,260,260,320,170,260,260,260,260,210,210,260,320,320
Missouri,Midwest,stags leap,140,140,140,170,110,140,140,140,90,110,170,140,110
Missouri,Midwest,are grapes good for you,320,210,320,210,260,320,260,260,320,170,320,390,390
Missouri,Midwest,concord grapes,170,140,260,140,110,140,170,170,140,210,170,210,260
Missouri,Midwest,how many calories in grapes,260,320,320,170,320,390,260,260,320,210,170,320,260
Missouri,Midwest,red grapes,170,170,170,140,140,170,170,170,210,110,210,210,170
Missouri,Midwest,wine grapes,110,90,140,140,110,90,110,90,90,140,170,110,140
Missouri,Midwest,black grapes,140,110,140,110,140,140,140,110,90,90,170,170,170
Missouri,Midwest,green grapes,110,110,140,70,110,170,110,110,140,90,90,90,140
Missouri,Midwest,purple grapes,140,110,110,90,140,140,110,140,110,140,110,170,140
Missouri,Midwest,white grapes,110,140,90,90,140,110,110,140,140,90,170,140,110
Missouri,Midwest,how many carbs in grapes,210,210,260,110,210,260,260,210,170,210,170,320,320
Missouri,Midwest,green grapes calories,140,110,210,50,170,170,170,140,140,90,110,140,170
Missouri,Midwest,calories in red grapes,140,170,170,50,140,170,170,140,140,140,110,170,170
Missouri,Midwest,health benefits of grapes,90,90,110,70,50,70,90,90,110,70,90,110,110
Missouri,Midwest,grape plant,90,170,40,30,70,40,90,110,170,170,20,40,140
Missouri,Midwest,j lohr,30,20,10,40,40,50,30,20,40,20,40,20,30
Missouri,Midwest,frog's leap,50,50,40,50,70,40,20,70,50,40,50,50,50
Missouri,Midwest,grapes nutrition facts,110,140,90,90,140,140,110,140,110,110,110,110,140
Missouri,Midwest,red grapes nutrition,90,90,90,70,70,90,70,70,70,70,90,90,90
Missouri,Midwest,green grapes nutrition,70,70,90,30,70,70,70,70,50,40,50,70,90
Missouri,Midwest,nutritional value of grapes,70,70,90,50,70,90,40,70,70,50,70,90,110
Missouri,Midwest,growing grapes,90,210,70,40,90,70,70,90,170,140,40,70,70
Mississippi,South,winery,2400,1600,1900,2900,2400,2400,2400,1600,2400,1900,2400,1900,1900
Mississippi,South,grapefruit,720,720,590,720,720,880,590,720,720,720,720,590,590
Mississippi,South,grapevine,320,320,320,320,390,320,320,320,320,320,390,320,320
Mississippi,South,calories in grapes,210,260,260,110,260,320,210,210,210,210,210,260,260
Mississippi,South,grape nuts,110,110,140,110,140,110,90,110,140,70,110,110,110
Mississippi,South,grapes nutrition,70,70,70,50,90,90,70,70,90,70,50,90,90
Mississippi,South,stags leap,30,30,30,40,30,20,40,30,20,20,40,30,20
Mississippi,South,are grapes good for you,110,70,140,70,140,140,90,140,140,70,110,170,170
Mississippi,South,concord grapes,40,50,50,40,30,50,40,30,40,70,30,30,50
Mississippi,South,how many calories in grapes,90,90,90,50,110,140,90,90,90,70,70,110,110
Mississippi,South,red grapes,70,50,70,70,70,70,50,50,70,40,70,90,70
Mississippi,South,wine grapes,50,50,40,50,50,70,50,40,50,40,70,90,90
Mississippi,South,black grapes,50,40,70,40,70,70,40,40,40,20,50,70,90
Mississippi,South,green grapes,50,70,50,30,50,70,50,40,70,40,50,70,70
Mississippi,South,purple grapes,50,50,50,30,70,70,40,50,40,50,40,40,50
Mississippi,South,white grapes,70,70,70,50,50,50,50,50,90,40,70,70,70
Mississippi,South,how many carbs in grapes,90,70,90,30,110,110,90,90,70,70,50,110,110
Mississippi,South,green grapes calories,50,40,70,20,50,70,40,50,30,30,30,70,50
Mississippi,South,calories in red grapes,30,40,30,20,40,40,40,20,20,30,20,40,40
Mississippi,South,health benefits of grapes,30,20,40,10,30,30,30,30,40,20,30,40,40
Mississippi,South,grape plant,20,40,20,20,10,10,20,30,40,30,10,20,10
Mississippi,South,j lohr,10,10,10,20,10,20,10,10,10,10,10,10,10
Mississippi,South,frog's leap,10,10,10,10,10,10,10,10,10,10,10,10,10
Mississippi,South,grapes nutrition facts,30,40,40,20,30,30,50,30,30,30,20,30,40
Mississippi,South,red grapes nutrition,20,30,20,10,20,20,30,20,20,30,20,30,30
Mississippi,South,green grapes nutrition,30,30,40,20,30,30,20,30,20,20,20,20,40
Mississippi,South,nutritional value of grapes,20,10,30,10,20,20,20,30,10,10,20,30,40
Mississippi,South,growing grapes,20,30,20,10,20,10,20,20,50,40,10,20,30
Montana,West,winery,880,720,1300,1000,880,720,1300,1000,1000,880,720,720,1300
Montana,West,grapefruit,210,260,210,260,260,260,210,260,260,210,170,140,170
Montana,West,grapevine,90,110,90,90,90,70,140,110,90,110,70,90,90
Montana,West,calories in grapes,90,90,110,40,90,140,110,110,90,70,90,90,110
Montana,West,grape nuts,110,90,90,90,110,110,110,90,170,90,70,90,140
Montana,West,grapes nutrition,30,30,40,20,30,30,40,30,30,30,50,40,40
Montana,West,stags leap,10,10,30,20,10,10,20,20,10,10,10,10,10
Montana,West,are grapes good for you,30,30,50,20,20,20,40,20,30,10,30,40,50
Montana,West,concord grapes,30,20,40,20,10,30,30,20,20,30,10,50,70
Montana,West,how many calories in grapes,40,30,40,20,40,30,40,30,20,20,30,50,50
Montana,West,red grapes,10,20,10,10,10,20,10,20,20,10,10,20,20
Montana,West,wine grapes,20,30,20,20,20,20,10,10,10,10,20,30,30
Montana,West,black grapes,10,20,10,10,10,20,10,10,10,10,20,10,10
Montana,West,green grapes,10,10,10,10,10,10,10,10,10,10,10,10,10
Montana,West,purple grapes,10,10,10,10,10,10,10,10,10,40,10,10,20
Montana,West,white grapes,10,10,10,10,10,10,10,10,10,10,20,10,10
Montana,West,how many carbs in grapes,20,20,40,10,30,30,30,30,10,10,20,30,30
Montana,West,green grapes calories,20,10,20,10,30,20,30,30,20,20,20,20,20
Montana,West,calories in red grapes,20,20,30,10,10,20,10,20,20,30,10,20,20
Montana,West,health benefits of grapes,10,10,10,10,10,10,10,20,10,10,10,20,10
Montana,West,grape plant,10,20,20,10,10,10,20,10,10,40,10,0,10
Montana,West,j lohr,10,10,10,10,10,10,10,10,10,10,10,10,10
Montana,West,frog's leap,10,10,10,10,20,10,10,10,10,10,10,10,10
Montana,West,grapes nutrition facts,10,20,20,10,10,10,20,10,10,10,20,10,10
Montana,West,red grapes nutrition,10,20,10,10,10,10,20,10,10,10,10,10,20
Montana,West,green grapes nutrition,10,10,10,10,10,10,10,10,10,10,10,10,10
Montana,West,nutritional value of grapes,10,10,10,10,10,10,10,10,10,10,10,10,10
Montana,West,growing grapes,10,10,10,10,10,10,30,20,10,10,10,10,10
North Carolina,South,winery,18100,18100,22200,22200,18100,14800,22200,18100,14800,18100,22200,18100,22200
North Carolina,South,grapefruit,3600,2900,3600,2900,3600,4400,3600,3600,4400,3600,2900,2900,2900
North Carolina,South,grapevine,1900,2400,1900,1900,1900,1900,2400,1900,1900,1900,1900,1900,1900
North Carolina,South,calories in grapes,1000,1000,1300,590,1000,1300,1000,880,1000,880,880,1300,1300
North Carolina,South,grape nuts,880,720,880,720,880,720,720,720,1300,720,720,720,880
North Carolina,South,grapes nutrition,390,390,480,260,390,390,390,390,390,320,390,480,480
North Carolina,South,stags leap,320,260,320,480,320,320,390,390,260,260,320,320,260
North Carolina,South,are grapes good for you,590,480,590,320,480,590,480,480,590,390,480,720,720
North Carolina,South,concord grapes,390,390,720,260,320,260,390,320,320,390,260,390,590
North Carolina,South,how many calories in grapes,390,390,390,260,480,480,320,320,480,320,260,390,390
North Carolina,South,red grapes,320,320,260,260,260,320,260,260,390,260,320,320,320
North Carolina,South,wine grapes,260,210,260,320,260,210,210,260,210,260,260,390,320
North Carolina,South,black grapes,260,210,260,210,210,210,210,170,260,170,260,320,480
North Carolina,South,green grapes,260,170,260,210,320,260,210,170,320,210,260,260,260
North Carolina,South,purple grapes,260,260,260,170,260,260,260,260,260,320,210,260,320
North Carolina,South,white grapes,260,260,320,210,260,320,210,260,260,260,260,320,320
North Carolina,South,how many carbs in grapes,260,260,320,110,320,390,260,260,260,260,210,320,320
North Carolina,South,green grapes calories,210,140,260,90,260,260,170,140,260,110,140,260,260
North Carolina,South,calories in red grapes,210,210,210,110,210,210,170,170,210,170,170,260,210
North Carolina,South,health benefits of grapes,170,140,210,90,140,140,140,140,170,110,170,210,210
North Carolina,South,grape plant,140,210,110,50,110,50,110,140,260,260,50,70,110
North Carolina,South,j lohr,90,110,90,140,110,110,90,70,110,70,90,110,50
North Carolina,South,frog's leap,140,90,110,110,210,110,140,140,110,140,110,170,170
North Carolina,South,grapes nutrition facts,140,140,140,50,140,140,170,140,110,140,110,170,210
North Carolina,South,red grapes nutrition,110,170,140,70,90,110,110,110,110,140,110,140,140
North Carolina,South,green grapes nutrition,110,50,140,50,140,110,90,110,90,70,70,140,110
North Carolina,South,nutritional value of grapes,110,70,140,70,70,110,90,70,110,70,110,140,140
North Carolina,South,growing grapes,110,210,110,50,140,90,90,140,260,170,30,70,110
North Dakota,Midwest,winery,720,720,720,720,720,720,720,590,590,590,720,590,720
North Dakota,Midwest,grapefruit,210,210,170,210,260,260,140,170,210,260,170,140,170
North Dakota,Midwest,grapevine,90,90,140,90,70,110,110,90,70,70,70,70,110
North Dakota,Midwest,calories in grapes,70,90,70,40,90,70,70,70,90,50,90,90,90
North Dakota,Midwest,grape nuts,70,110,70,70,70,70,70,50,90,50,70,50,70
North Dakota,Midwest,grapes nutrition,30,30,30,20,20,30,20,30,30,20,40,40,40
North Dakota,Midwest,stags leap,10,10,10,20,10,10,10,10,10,20,10,10,20
North Dakota,Midwest,are grapes good for you,30,30,30,20,40,30,40,30,30,20,30,30,30
North Dakota,Midwest,concord grapes,20,20,20,10,10,10,20,10,10,20,20,30,40
North Dakota,Midwest,how many calories in grapes,30,30,30,10,40,20,30,30,50,30,30,40,20
North Dakota,Midwest,red grapes,20,10,10,10,20,30,20,10,30,10,10,10,20
North Dakota,Midwest,wine grapes,10,20,20,10,10,10,10,10,10,10,10,10,20
North Dakota,Midwest,black grapes,10,10,30,10,20,10,10,10,20,10,20,20,10
North Dakota,Midwest,green grapes,10,10,10,10,10,20,10,10,20,20,20,10,20
North Dakota,Midwest,purple grapes,10,10,10,10,10,10,10,10,20,20,10,10,10
North Dakota,Midwest,white grapes,10,10,10,10,10,10,10,10,10,10,10,20,10
North Dakota,Midwest,how many carbs in grapes,20,20,20,10,20,20,20,20,20,10,20,20,30
North Dakota,Midwest,green grapes calories,20,10,30,10,30,20,20,20,20,10,20,20,30
North Dakota,Midwest,calories in red grapes,10,30,10,10,20,20,10,20,10,10,20,10,10
North Dakota,Midwest,health benefits of grapes,10,10,10,10,10,10,10,10,10,10,10,10,10
North Dakota,Midwest,grape plant,10,20,10,0,10,10,20,20,10,30,10,10,10
North Dakota,Midwest,j lohr,10,10,10,10,10,10,10,10,10,10,10,10,10
North Dakota,Midwest,frog's leap,10,10,10,10,10,10,10,10,10,10,10,10,10
North Dakota,Midwest,grapes nutrition facts,10,10,10,10,10,20,10,10,10,10,10,20,10
North Dakota,Midwest,red grapes nutrition,10,10,10,10,10,10,10,10,10,10,20,10,10
North Dakota,Midwest,green grapes nutrition,10,10,10,10,10,20,10,10,10,10,10,10,10
North Dakota,Midwest,nutritional value of grapes,10,10,10,10,10,10,10,10,10,10,10,10,10
North Dakota,Midwest,growing grapes,10,10,10,10,10,10,10,10,10,10,10,10,10
Nebraska,Midwest,winery,2900,2400,2900,3600,2400,2400,2900,2400,2400,2900,2400,2400,2400
Nebraska,Midwest,grapefruit,590,590,590,590,720,880,480,590,720,590,590,480,590
Nebraska,Midwest,grapevine,320,320,320,320,320,260,320,320,320,320,320,320,260
Nebraska,Midwest,calories in grapes,210,210,260,110,210,260,260,210,210,170,210,210,260
Nebraska,Midwest,grape nuts,210,210,260,170,260,260,170,210,320,170,210,260,170
Nebraska,Midwest,grapes nutrition,70,70,70,50,70,70,50,70,70,70,70,70,90
Nebraska,Midwest,stags leap,40,30,50,40,40,30,30,40,30,50,30,30,30
Nebraska,Midwest,are grapes good for you,90,70,90,50,90,90,90,90,90,50,70,140,110
Nebraska,Midwest,concord grapes,50,40,50,30,40,30,30,50,30,70,40,40,90
Nebraska,Midwest,how many calories in grapes,70,70,70,70,90,70,70,90,90,50,70,70,90
Nebraska,Midwest,red grapes,50,50,50,50,40,70,40,50,90,30,70,90,70
Nebraska,Midwest,wine grapes,40,30,30,50,30,30,10,40,40,30,40,50,40
Nebraska,Midwest,black grapes,30,40,40,20,20,30,20,30,30,20,50,30,50
Nebraska,Midwest,green grapes,50,30,50,40,40,70,30,50,110,40,40,40,50
Nebraska,Midwest,purple grapes,40,40,40,40,30,40,40,50,50,50,40,50,30
Nebraska,Midwest,white grapes,40,30,30,40,50,30,20,20,30,40,50,40,50
Nebraska,Midwest,how many carbs in grapes,70,70,90,40,70,70,70,70,50,50,50,70,70
Nebraska,Midwest,green grapes calories,40,20,50,20,40,50,50,50,20,20,50,70,70
Nebraska,Midwest,calories in red grapes,40,50,50,30,30,40,50,30,40,40,30,50,50
Nebraska,Midwest,health benefits of grapes,30,20,30,10,20,30,20,30,30,20,20,30,30
Nebraska,Midwest,grape plant,20,40,10,10,10,10,10,40,50,30,10,10,10
Nebraska,Midwest,j lohr,10,10,10,20,10,10,20,10,10,10,20,10,20
Nebraska,Midwest,frog's leap,10,10,10,10,20,30,10,10,10,10,10,10,10
Nebraska,Midwest,grapes nutrition facts,50,50,70,40,50,50,70,70,30,70,50,70,70
Nebraska,Midwest,red grapes nutrition,30,40,20,10,20,30,30,20,30,30,10,30,30
Nebraska,Midwest,green grapes nutrition,30,20,40,10,30,20,40,40,20,20,20,40,40
Nebraska,Midwest,nutritional value of grapes,20,10,20,10,10,10,20,20,10,20,20,40,30
Nebraska,Midwest,growing grapes,20,40,20,10,10,20,30,40,30,40,10,20,20
New Hampshire,Northeast,winery,1900,1600,2900,2400,1600,1600,2400,1900,1900,1900,1900,2400,2400
New Hampshire,Northeast,grapefruit,390,480,480,480,480,480,390,320,480,480,390,320,390
New Hampshire,Northeast,grapevine,210,140,210,170,170,170,210,210,210,260,170,170,260
New Hampshire,Northeast,calories in grapes,170,140,140,90,170,170,170,170,140,140,140,170,170
New Hampshire,Northeast,grape nuts,140,140,170,110,140,170,170,140,210,140,110,90,140
New Hampshire,Northeast,grapes nutrition,50,50,50,40,50,70,70,50,50,40,40,70,70
New Hampshire,Northeast,stags leap,30,40,30,40,30,40,30,50,30,20,30,20,20
New Hampshire,Northeast,are grapes good for you,70,50,50,30,90,90,70,50,70,40,70,70,70
New Hampshire,Northeast,concord grapes,90,50,140,50,40,40,110,90,50,70,70,170,260
New Hampshire,Northeast,how many calories in grapes,50,50,50,40,70,70,70,50,70,50,40,50,70
New Hampshire,Northeast,red grapes,40,40,20,30,30,40,30,30,50,20,50,50,30
New Hampshire,Northeast,wine grapes,30,20,30,30,20,20,50,30,30,20,70,40,30
New Hampshire,Northeast,black grapes,30,20,20,30,20,20,40,20,40,20,20,30,50
New Hampshire,Northeast,green grapes,30,30,30,10,30,10,20,30,40,20,30,20,20
New Hampshire,Northeast,purple grapes,30,40,30,20,20,20,20,40,40,30,40,40,30
New Hampshire,Northeast,white grapes,20,20,20,30,20,30,20,20,20,20,20,30,20
New Hampshire,Northeast,how many carbs in grapes,40,50,40,20,40,40,40,30,20,40,20,30,50
New Hampshire,Northeast,green grapes calories,40,30,30,10,70,30,50,50,40,40,40,40,30
New Hampshire,Northeast,calories in red grapes,30,40,50,10,30,40,20,40,40,40,20,30,30
New Hampshire,Northeast,health benefits of grapes,20,20,20,10,20,20,20,10,20,10,10,30,20
New Hampshire,Northeast,grape plant,20,30,10,10,10,10,20,30,20,40,10,10,20
New Hampshire,Northeast,j lohr,20,10,10,40,20,10,10,10,20,30,10,20,20
New Hampshire,Northeast,frog's leap,10,10,10,10,20,10,10,10,20,10,10,10,10
New Hampshire,Northeast,grapes nutrition facts,20,10,20,10,20,20,20,20,10,50,10,20,20
New Hampshire,Northeast,red grapes nutrition,20,20,20,10,20,20,10,10,20,20,20,20,30
New Hampshire,Northeast,green grapes nutrition,20,20,20,10,20,10,20,20,10,20,20,30,40
New Hampshire,Northeast,nutritional value of grapes,10,10,20,10,20,20,20,10,10,10,10,20,10
New Hampshire,Northeast,growing grapes,20,20,20,10,20,10,30,40,20,30,10,10,10
New Jersey,Northeast,winery,22200,18100,27100,22200,18100,18100,27100,22200,18100,22200,22200,22200,33100
New Jersey,Northeast,grapefruit,4400,3600,4400,3600,4400,5400,3600,3600,5400,4400,3600,3600,3600
New Jersey,Northeast,grapevine,2400,1900,2400,2400,2400,2400,2400,2400,2400,1900,2400,2400,2400
New Jersey,Northeast,calories in grapes,1000,1300,1000,720,1000,1300,1000,1000,1300,1000,880,1300,1300
New Jersey,Northeast,grape nuts,880,720,880,720,720,720,590,590,1300,590,880,880,880
New Jersey,Northeast,grapes nutrition,390,390,480,320,390,390,390,390,480,390,390,480,480
New Jersey,Northeast,stags leap,590,390,720,1000,480,480,590,590,480,390,590,590,480
New Jersey,Northeast,are grapes good for you,480,480,480,320,480,480,480,480,480,390,480,590,590
New Jersey,Northeast,concord grapes,480,320,590,390,260,320,480,390,320,390,390,720,880
New Jersey,Northeast,how many calories in grapes,390,390,390,170,390,480,390,320,480,320,260,390,390
New Jersey,Northeast,red grapes,390,320,320,320,390,390,320,320,480,320,390,480,390
New Jersey,Northeast,wine grapes,320,260,260,320,260,210,260,320,260,260,390,390,320
New Jersey,Northeast,black grapes,320,260,260,260,260,320,260,210,260,260,260,480,390
New Jersey,Northeast,green grapes,320,260,260,260,320,320,260,320,590,260,320,320,320
New Jersey,Northeast,purple grapes,320,390,260,320,260,320,320,320,390,320,320,320,260
New Jersey,Northeast,white grapes,260,210,260,260,260,260,260,260,320,260,260,320,260
New Jersey,Northeast,how many carbs in grapes,140,170,140,70,140,170,170,140,90,140,90,170,170
New Jersey,Northeast,green grapes calories,170,170,210,90,210,210,210,210,260,140,140,210,210
New Jersey,Northeast,calories in red grapes,210,260,170,110,140,210,210,210,170,170,170,260,210
New Jersey,Northeast,health benefits of grapes,170,170,210,140,140,140,170,170,210,140,140,210,260
New Jersey,Northeast,grape plant,110,210,140,40,90,70,170,170,170,170,40,70,90
New Jersey,Northeast,j lohr,170,170,170,320,170,170,140,140,210,170,170,170,170
New Jersey,Northeast,frog's leap,90,50,90,140,140,70,70,70,90,50,90,70,70
New Jersey,Northeast,grapes nutrition facts,140,170,110,110,140,140,170,170,170,140,90,140,110
New Jersey,Northeast,red grapes nutrition,110,210,110,90,90,110,110,110,110,110,110,110,170
New Jersey,Northeast,green grapes nutrition,90,70,110,50,90,90,110,110,90,50,50,110,140
New Jersey,Northeast,nutritional value of grapes,90,90,110,50,70,110,70,70,90,50,90,110,110
New Jersey,Northeast,growing grapes,90,140,90,40,90,50,90,140,170,140,40,70,50
New Mexico,West,winery,2900,2400,2900,2900,2900,2400,3600,2900,2400,2900,2900,2900,2900
New Mexico,West,grapefruit,590,590,590,480,720,720,590,590,720,590,480,480,480
New Mexico,West,grapevine,320,390,390,320,390,260,320,390,390,390,320,260,320
New Mexico,West,calories in grapes,140,170,170,50,140,140,140,170,170,110,170,140,170
New Mexico,West,grape nuts,170,170,170,170,210,170,140,170,260,170,140,170,170
New Mexico,West,grapes nutrition,70,70,90,50,70,90,70,90,70,50,50,70,110
New Mexico,West,stags leap,30,20,30,40,20,40,30,30,10,30,40,40,20
New Mexico,West,are grapes good for you,70,50,90,50,50,70,70,90,70,50,70,70,110
New Mexico,West,concord grapes,40,40,70,30,30,30,40,40,50,70,20,50,70
New Mexico,West,how many calories in grapes,50,50,50,40,50,50,50,70,50,70,40,70,70
New Mexico,West,red grapes,40,40,50,30,50,40,50,40,40,30,40,40,40
New Mexico,West,wine grapes,40,20,40,40,40,30,40,40,50,20,40,50,50
New Mexico,West,black grapes,30,20,50,10,20,30,20,30,20,30,30,50,50
New Mexico,West,green grapes,30,30,40,30,30,20,30,30,40,30,40,40,50
New Mexico,West,purple grapes,40,40,50,40,40,30,50,30,30,40,40,30,50
New Mexico,West,white grapes,30,20,40,40,50,20,20,30,30,40,40,50,30
New Mexico,West,how many carbs in grapes,40,50,50,20,40,50,40,50,30,40,40,40,50
New Mexico,West,green grapes calories,40,30,40,10,40,30,40,50,30,20,30,50,40
New Mexico,West,calories in red grapes,20,20,20,10,20,30,10,30,20,30,10,20,20
New Mexico,West,health benefits of grapes,20,20,30,10,20,20,30,30,30,20,20,30,30
New Mexico,West,grape plant,40,70,20,10,30,20,40,50,70,70,10,20,30
New Mexico,West,j lohr,10,10,10,20,10,20,10,10,20,10,10,10,10
New Mexico,West,frog's leap,10,10,10,10,30,20,10,10,10,10,10,10,10
New Mexico,West,grapes nutrition facts,20,30,20,20,30,10,10,20,20,20,10,30,30
New Mexico,West,red grapes nutrition,20,10,20,10,10,20,20,20,10,10,10,20,20
New Mexico,West,green grapes nutrition,20,20,30,10,20,20,10,20,10,10,20,20,20
New Mexico,West,nutritional value of grapes,20,20,10,10,10,20,20,20,10,10,20,20,30
New Mexico,West,growing grapes,30,30,20,10,30,20,30,40,50,40,20,20,20
Nevada,West,winery,4400,3600,4400,5400,3600,3600,4400,3600,4400,4400,4400,4400,4400
Nevada,West,grapefruit,1300,1000,1300,1000,1300,1600,1300,1000,1300,1300,1000,1000,1000
Nevada,West,grapevine,720,720,720,1300,720,720,720,720,720,720,880,720,720
Nevada,West,calories in grapes,260,260,320,140,260,260,320,320,260,260,260,320,390
Nevada,West,grape nuts,260,320,320,260,260,320,260,260,390,260,260,210,260
Nevada,West,grapes nutrition,110,110,170,90,110,110,110,140,90,90,110,140,170
Nevada,West,stags leap,140,110,110,140,140,110,110,140,110,140,110,170,90
Nevada,West,are grapes good for you,140,110,170,70,90,140,140,140,110,90,140,170,170
Nevada,West,concord grapes,110,110,110,90,70,50,90,90,90,140,90,140,140
Nevada,West,how many calories in grapes,110,90,140,50,140,210,110,110,110,70,110,110,140
Nevada,West,red grapes,90,90,110,70,70,70,90,70,90,70,90,110,110
Nevada,West,wine grapes,70,70,70,90,90,70,70,90,70,50,90,90,90
Nevada,West,black grapes,70,50,70,50,40,50,50,90,90,50,70,90,110
Nevada,West,green grapes,70,40,70,90,70,70,70,70,90,50,50,70,110
Nevada,West,purple grapes,90,110,70,50,70,70,70,70,70,110,70,70,90
Nevada,West,white grapes,70,50,70,70,70,70,50,70,70,70,90,90,70
Nevada,West,how many carbs in grapes,50,70,90,30,50,50,50,90,30,40,50,50,70
Nevada,West,green grapes calories,70,50,90,50,70,70,90,70,70,30,50,90,90
Nevada,West,calories in red grapes,40,50,50,30,40,40,30,40,50,40,30,40,50
Nevada,West,health benefits of grapes,50,30,70,30,50,50,70,50,40,30,50,70,70
Nevada,West,grape plant,40,50,40,10,30,20,40,70,50,70,20,20,40
Nevada,West,j lohr,50,40,30,90,50,50,40,50,70,40,50,70,70
Nevada,West,frog's leap,20,10,20,20,40,30,20,30,20,30,20,30,20
Nevada,West,grapes nutrition facts,40,70,40,30,30,30,50,50,40,40,30,40,50
Nevada,West,red grapes nutrition,30,50,30,20,10,20,30,40,20,30,20,40,40
Nevada,West,green grapes nutrition,40,30,70,20,30,30,40,50,30,20,50,50,70
Nevada,West,nutritional value of grapes,30,20,40,20,20,20,40,20,30,10,30,40,50
Nevada,West,growing grapes,40,50,50,10,40,20,40,50,50,70,20,40,30
New York,Northeast,winery,90500,74000,110000,90500,74000,74000,110000,90500,74000,90500,90500,110000,110000
New York,Northeast,grapefruit,9900,9900,9900,8100,9900,12100,9900,9900,12100,9900,9900,8100,8100
New York,Northeast,grapevine,5400,5400,5400,5400,5400,5400,6600,5400,6600,5400,5400,5400,5400
