state,region,keyword,volume,Apr-19,Aug-19,Dec-19,Feb-20,Jan-20,Jul-19,Jun-19,Mar-20,May-19,Nov-19,Oct-19,Sep-19
Mississippi,South,black raspberry,50,40,30,30,50,40,40,90,30,70,30,30,110
Mississippi,South,raspberry plant,40,90,20,20,40,30,30,50,70,50,10,20,20
Mississippi,South,raspberry bush,30,50,30,20,20,20,20,50,70,90,10,10,20
Mississippi,South,calories in raspberries,30,50,40,20,40,50,30,30,30,40,20,20,30
Mississippi,South,raspberry nutrition,40,30,40,30,40,70,30,30,20,40,30,30,30
Mississippi,South,blowing raspberries,50,50,50,30,40,40,50,50,70,40,50,40,50
Mississippi,South,carbs in raspberries,40,40,50,10,70,70,30,40,30,40,10,30,50
Mississippi,South,raspberry benefits,40,40,40,30,70,50,40,50,40,40,30,40,30
Mississippi,South,rasberries,20,30,20,20,20,30,20,20,20,20,20,20,20
Mississippi,South,raspberry nutrition facts,20,20,20,10,10,30,10,20,20,30,10,10,10
Mississippi,South,raspberry in spanish,10,10,20,10,10,10,10,10,10,10,10,10,10
Mississippi,South,raspberry coulis,10,10,10,20,20,20,10,10,10,20,10,20,10
Mississippi,South,raspberry color,30,40,30,20,20,30,20,30,20,20,30,20,30
Mississippi,South,the raspberries,20,10,10,30,20,30,20,20,20,20,20,20,30
Mississippi,South,raspberry fruit,20,10,10,10,40,10,10,20,30,20,10,20,10
Mississippi,South,golden raspberry,10,10,10,10,10,10,10,10,10,10,10,10,10
Mississippi,South,growing raspberries,20,30,10,10,10,10,10,20,30,30,10,10,10
Mississippi,South,wild raspberry,10,50,10,10,10,10,10,20,10,20,10,10,10
Mississippi,South,how many carbs in raspberries,20,20,10,10,20,20,20,20,10,10,10,10,20
Mississippi,South,raspberry tree,10,10,10,10,10,10,10,10,20,40,10,10,10
Mississippi,South,health benefits of raspberries,10,20,10,10,10,20,10,10,20,10,10,10,10
Mississippi,South,how to grow raspberries,10,10,10,10,10,20,10,10,20,20,10,10,10
Mississippi,South,how many calories in raspberries,10,10,10,10,20,20,10,10,10,20,10,10,10
Mississippi,South,raspberry puree,10,10,10,10,10,10,10,10,10,10,10,10,10
Mississippi,South,red raspberry,10,10,10,10,10,10,10,10,10,20,20,10,10
Montana,West,raspberry pi,720,590,880,1000,880,880,880,720,720,590,880,720,720
Montana,West,raspberry beret,110,50,90,90,110,110,110,110,140,70,140,110,90
Montana,West,blue raspberry,70,70,70,70,90,70,90,90,70,90,70,50,70
Montana,West,black raspberry,40,50,70,20,40,30,90,50,30,30,30,30,70
Montana,West,raspberry plant,70,110,110,10,40,20,90,140,70,210,10,20,30
Montana,West,raspberry bush,90,90,110,10,20,20,210,140,70,210,10,20,70
Montana,West,calories in raspberries,50,50,50,30,50,70,50,40,50,50,30,40,20
Montana,West,raspberry nutrition,40,30,40,30,40,40,50,30,40,50,30,20,30
Montana,West,blowing raspberries,20,20,20,10,10,20,10,20,20,10,10,10,10
Montana,West,carbs in raspberries,40,40,40,30,40,40,50,40,30,50,20,30,20
Montana,West,raspberry benefits,10,20,20,10,10,10,30,10,20,20,10,10,10
Montana,West,rasberries,20,20,40,10,10,10,20,20,30,10,10,10,10
Montana,West,raspberry nutrition facts,20,20,20,10,20,20,30,20,20,10,10,10,10
Montana,West,raspberry in spanish,10,10,10,0,10,10,10,10,10,10,10,10,10
Montana,West,raspberry coulis,20,30,30,30,30,10,30,20,20,20,10,20,20
Montana,West,raspberry color,10,10,10,10,10,20,10,10,10,30,10,10,10
Montana,West,the raspberries,10,10,10,10,10,10,10,10,10,10,10,10,10
Montana,West,raspberry fruit,10,10,10,10,10,10,10,10,20,10,0,10,10
Montana,West,golden raspberry,20,20,30,10,20,10,40,20,20,30,10,10,20
Montana,West,growing raspberries,30,50,40,10,10,10,30,70,50,50,10,10,10
Montana,West,wild raspberry,30,10,140,0,10,10,70,40,10,30,10,10,30
Montana,West,how many carbs in raspberries,20,20,20,10,20,30,30,20,20,20,10,10,10
Montana,West,raspberry tree,10,10,10,10,10,10,10,10,10,10,0,10,0
Montana,West,health benefits of raspberries,10,10,20,10,10,10,20,10,20,10,10,10,10
Montana,West,how to grow raspberries,20,30,30,0,10,10,20,40,20,50,10,10,20
Montana,West,how many calories in raspberries,10,20,10,10,10,10,20,10,10,20,10,10,10
Montana,West,raspberry puree,10,10,10,10,10,10,10,10,10,10,10,10,10
Montana,West,red raspberry,10,10,10,10,10,10,10,10,10,10,10,10,10
North Carolina,South,raspberry pi,8100,6600,8100,12100,9900,9900,8100,9900,8100,6600,9900,8100,8100
North Carolina,South,raspberry beret,1300,880,1300,1300,1600,1300,1300,1300,1600,1000,1300,1300,1300
North Carolina,South,blue raspberry,880,1300,880,720,1000,880,1000,1000,1000,1300,720,720,720
North Carolina,South,black raspberry,480,390,390,260,480,320,590,1000,320,480,260,320,720
North Carolina,South,raspberry plant,320,590,170,90,260,170,320,480,590,590,70,110,170
North Carolina,South,raspberry bush,320,590,260,90,210,170,260,590,720,720,110,170,210
North Carolina,South,calories in raspberries,320,320,260,170,390,480,320,390,390,260,170,210,210
North Carolina,South,raspberry nutrition,260,260,210,170,390,390,260,260,320,210,210,260,210
North Carolina,South,blowing raspberries,320,260,320,260,260,320,320,320,320,260,320,320,320
North Carolina,South,carbs in raspberries,260,260,210,110,320,390,260,320,210,260,170,170,210
North Carolina,South,raspberry benefits,210,260,170,170,260,320,170,260,260,210,170,170,170
North Carolina,South,rasberries,170,170,110,140,170,170,170,170,260,170,140,140,140
North Carolina,South,raspberry nutrition facts,110,170,110,70,140,140,110,170,110,140,90,110,110
North Carolina,South,raspberry in spanish,90,90,110,90,90,90,110,90,110,110,90,70,90
North Carolina,South,raspberry coulis,140,110,140,210,210,140,140,170,110,110,170,140,110
North Carolina,South,raspberry color,140,170,170,170,170,140,140,170,140,110,110,140,110
North Carolina,South,the raspberries,110,110,90,90,170,170,110,140,140,90,140,110,110
North Carolina,South,raspberry fruit,90,70,70,50,170,110,90,70,210,70,70,70,70
North Carolina,South,golden raspberry,90,90,70,70,140,70,90,110,70,70,50,50,70
North Carolina,South,growing raspberries,110,210,70,40,110,70,70,140,320,170,30,50,70
North Carolina,South,wild raspberry,140,170,70,10,30,30,260,590,70,320,30,30,50
North Carolina,South,how many carbs in raspberries,90,90,90,50,110,140,110,90,90,90,70,90,70
North Carolina,South,raspberry tree,90,110,40,30,40,20,70,110,90,390,20,50,50
North Carolina,South,health benefits of raspberries,90,110,70,90,110,140,70,90,110,70,90,50,70
North Carolina,South,how to grow raspberries,90,140,50,30,110,70,50,110,210,110,30,40,70
North Carolina,South,how many calories in raspberries,70,90,50,40,110,110,50,70,110,70,40,50,40
North Carolina,South,raspberry puree,70,110,50,70,110,50,90,50,70,70,70,50,50
North Carolina,South,red raspberry,70,70,70,50,50,70,90,90,50,90,50,70,40
North Dakota,Midwest,raspberry pi,590,590,590,880,720,720,590,590,720,480,590,590,480
North Dakota,Midwest,raspberry beret,90,50,70,90,90,110,70,70,110,70,90,70,70
North Dakota,Midwest,blue raspberry,70,70,90,50,70,70,90,90,70,90,40,50,90
North Dakota,Midwest,black raspberry,30,20,20,20,20,10,40,40,20,20,10,20,50
North Dakota,Midwest,raspberry plant,50,70,40,10,20,10,70,140,50,140,10,10,20
North Dakota,Midwest,raspberry bush,70,90,70,10,10,10,110,170,50,210,10,20,40
North Dakota,Midwest,calories in raspberries,30,40,30,20,40,40,30,40,40,30,20,30,20
North Dakota,Midwest,raspberry nutrition,20,30,30,10,30,30,30,30,20,10,10,20,20
North Dakota,Midwest,blowing raspberries,20,10,20,10,20,20,20,10,20,20,20,20,20
North Dakota,Midwest,carbs in raspberries,20,30,30,10,30,40,20,20,20,20,20,20,10
North Dakota,Midwest,raspberry benefits,10,10,10,10,20,20,10,20,20,10,10,10,10
North Dakota,Midwest,rasberries,10,10,10,20,10,10,10,10,10,20,10,20,10
North Dakota,Midwest,raspberry nutrition facts,10,10,10,10,10,20,10,30,10,20,10,10,10
North Dakota,Midwest,raspberry in spanish,10,10,10,10,10,10,10,10,10,10,10,0,10
North Dakota,Midwest,raspberry coulis,10,10,10,10,10,10,10,10,10,10,10,10,10
North Dakota,Midwest,raspberry color,10,10,10,10,10,10,10,10,10,10,10,10,10
North Dakota,Midwest,the raspberries,10,10,10,10,10,10,10,10,10,10,10,10,10
North Dakota,Midwest,raspberry fruit,10,10,10,10,20,10,10,10,10,10,10,10,10
North Dakota,Midwest,golden raspberry,10,10,10,10,20,0,10,10,10,10,10,10,10
North Dakota,Midwest,growing raspberries,10,30,10,10,10,10,10,20,10,30,10,10,10
North Dakota,Midwest,wild raspberry,10,10,10,10,0,10,10,20,10,10,0,10,10
North Dakota,Midwest,how many carbs in raspberries,10,10,10,10,20,20,10,10,10,10,10,20,10
North Dakota,Midwest,raspberry tree,10,10,10,0,0,0,10,10,10,10,10,10,10
North Dakota,Midwest,health benefits of raspberries,10,10,10,10,10,20,10,10,10,10,10,10,10
North Dakota,Midwest,how to grow raspberries,10,20,10,0,10,10,10,10,10,20,0,0,10
North Dakota,Midwest,how many calories in raspberries,10,10,10,10,10,20,10,20,10,10,10,10,10
North Dakota,Midwest,raspberry puree,10,10,10,10,10,10,10,10,10,10,10,10,10
North Dakota,Midwest,red raspberry,10,10,10,10,0,10,10,10,10,10,10,10,10
Nebraska,Midwest,raspberry pi,1900,1300,1600,2400,1600,1900,1600,1900,1600,1300,1900,1600,1600
Nebraska,Midwest,raspberry beret,320,260,320,260,320,320,260,260,390,260,320,320,320
Nebraska,Midwest,blue raspberry,210,210,210,140,210,170,210,210,210,260,170,140,170
Nebraska,Midwest,black raspberry,90,90,70,30,90,50,210,140,70,110,70,40,140
Nebraska,Midwest,raspberry plant,90,210,70,20,50,30,90,140,140,260,20,40,40
Nebraska,Midwest,raspberry bush,110,210,110,30,50,40,170,210,170,260,30,50,90
Nebraska,Midwest,calories in raspberries,70,90,50,50,90,110,90,50,70,70,70,50,50
Nebraska,Midwest,raspberry nutrition,70,70,50,40,90,90,70,90,50,70,70,70,70
Nebraska,Midwest,blowing raspberries,40,30,50,50,40,40,40,30,70,50,40,40,40
Nebraska,Midwest,carbs in raspberries,50,50,40,30,50,90,70,50,30,70,50,40,50
Nebraska,Midwest,raspberry benefits,30,40,10,30,40,40,20,30,40,40,30,20,20
Nebraska,Midwest,rasberries,30,30,30,30,30,70,30,40,40,20,30,20,20
Nebraska,Midwest,raspberry nutrition facts,30,50,20,30,20,40,20,40,30,30,40,20,20
Nebraska,Midwest,raspberry in spanish,20,20,10,20,10,20,30,20,20,20,20,30,20
Nebraska,Midwest,raspberry coulis,20,30,20,30,30,30,20,10,20,30,30,10,20
Nebraska,Midwest,raspberry color,20,30,30,10,20,30,30,20,10,20,30,20,30
Nebraska,Midwest,the raspberries,30,20,30,20,40,40,20,30,30,10,40,40,30
Nebraska,Midwest,raspberry fruit,20,20,10,10,30,20,10,10,40,10,20,10,10
Nebraska,Midwest,golden raspberry,20,20,20,10,10,20,20,20,10,20,10,20,10
Nebraska,Midwest,growing raspberries,30,50,10,10,40,30,30,30,50,70,10,10,20
Nebraska,Midwest,wild raspberry,20,30,20,10,10,10,40,50,10,30,10,10,10
Nebraska,Midwest,how many carbs in raspberries,20,20,30,10,20,40,20,20,10,20,30,20,20
Nebraska,Midwest,raspberry tree,20,20,10,10,10,10,20,50,30,30,10,10,10
Nebraska,Midwest,health benefits of raspberries,20,20,10,10,30,20,20,10,20,20,20,10,10
Nebraska,Midwest,how to grow raspberries,20,40,20,10,10,10,30,30,30,50,10,10,20
Nebraska,Midwest,how many calories in raspberries,10,20,10,10,20,20,10,10,10,10,10,10,10
Nebraska,Midwest,raspberry puree,20,10,10,20,20,20,30,20,10,10,20,20,10
Nebraska,Midwest,red raspberry,10,10,10,10,10,10,20,10,20,10,20,10,20
New Hampshire,Northeast,raspberry pi,1600,1300,1600,1900,1600,1600,1600,1600,1600,1300,1600,1600,1300
New Hampshire,Northeast,raspberry beret,170,140,170,170,210,170,140,170,210,140,210,210,210
New Hampshire,Northeast,blue raspberry,110,140,110,140,140,90,170,140,110,140,110,90,70
New Hampshire,Northeast,black raspberry,170,140,320,70,90,90,480,170,140,170,70,70,210
New Hampshire,Northeast,raspberry plant,70,110,70,10,20,10,140,170,90,170,20,20,30
New Hampshire,Northeast,raspberry bush,90,110,90,10,20,20,210,210,70,210,30,30,50
New Hampshire,Northeast,calories in raspberries,70,110,50,30,70,70,70,70,90,90,40,40,50
New Hampshire,Northeast,raspberry nutrition,50,50,40,30,70,70,50,40,70,50,40,50,40
New Hampshire,Northeast,blowing raspberries,30,20,30,20,30,30,30,20,40,10,30,20,30
New Hampshire,Northeast,carbs in raspberries,50,50,40,20,40,70,70,40,50,50,40,30,30
New Hampshire,Northeast,raspberry benefits,20,20,20,10,20,20,20,20,30,20,10,20,10
New Hampshire,Northeast,rasberries,40,30,40,30,40,30,50,30,40,30,30,30,30
New Hampshire,Northeast,raspberry nutrition facts,20,30,30,20,30,30,30,30,20,40,10,10,20
New Hampshire,Northeast,raspberry in spanish,10,10,10,10,10,10,10,10,10,10,10,10,0
New Hampshire,Northeast,raspberry coulis,40,40,30,70,40,40,30,30,30,30,40,30,30
New Hampshire,Northeast,raspberry color,20,10,20,20,20,20,10,10,20,20,10,10,20
New Hampshire,Northeast,the raspberries,30,30,40,20,20,20,20,20,30,20,40,20,30
New Hampshire,Northeast,raspberry fruit,10,10,10,10,10,20,20,10,20,10,10,10,10
New Hampshire,Northeast,golden raspberry,20,20,20,10,20,10,30,10,20,20,10,20,40
New Hampshire,Northeast,growing raspberries,20,40,20,0,10,10,40,40,40,50,10,10,20
New Hampshire,Northeast,wild raspberry,30,20,70,10,10,10,140,90,10,30,10,10,30
New Hampshire,Northeast,how many carbs in raspberries,20,20,20,10,20,50,20,20,30,20,10,20,10
New Hampshire,Northeast,raspberry tree,10,10,10,10,10,0,30,20,10,10,10,10,20
New Hampshire,Northeast,health benefits of raspberries,10,10,10,10,20,10,10,10,10,10,10,10,10
New Hampshire,Northeast,how to grow raspberries,20,40,20,10,10,10,10,20,30,30,10,10,10
New Hampshire,Northeast,how many calories in raspberries,20,20,10,10,30,30,20,20,30,20,10,10,10
New Hampshire,Northeast,raspberry puree,20,20,20,30,20,20,30,20,20,30,10,10,30
New Hampshire,Northeast,red raspberry,20,20,10,10,10,10,30,50,0,20,10,10,20
New Jersey,Northeast,raspberry pi,8100,6600,8100,9900,8100,8100,8100,9900,8100,6600,8100,8100,6600
New Jersey,Northeast,raspberry beret,880,720,880,720,1000,880,880,880,1000,720,880,880,880
New Jersey,Northeast,blue raspberry,880,1300,1000,720,1000,880,1300,1000,880,1300,720,720,720
New Jersey,Northeast,black raspberry,480,480,390,320,390,320,720,880,390,480,320,260,880
New Jersey,Northeast,raspberry plant,320,590,210,70,140,110,590,590,390,720,90,140,140
New Jersey,Northeast,raspberry bush,320,480,260,70,170,140,880,590,390,590,90,110,170
New Jersey,Northeast,calories in raspberries,390,480,260,260,390,390,390,390,480,480,260,260,260
New Jersey,Northeast,raspberry nutrition,260,320,260,210,320,390,260,260,390,320,210,260,260
New Jersey,Northeast,blowing raspberries,320,260,390,320,320,320,320,390,480,320,320,390,320
New Jersey,Northeast,carbs in raspberries,170,210,170,110,210,210,170,170,140,210,110,140,110
New Jersey,Northeast,raspberry benefits,260,260,210,260,320,320,260,260,390,260,210,210,170
New Jersey,Northeast,rasberries,260,210,210,210,210,260,260,260,390,260,210,210,170
New Jersey,Northeast,raspberry nutrition facts,140,170,90,70,110,140,170,140,140,210,110,110,90
New Jersey,Northeast,raspberry in spanish,140,140,170,140,170,140,210,140,170,170,140,110,110
New Jersey,Northeast,raspberry coulis,140,170,110,170,140,140,110,110,110,140,140,140,90
New Jersey,Northeast,raspberry color,140,170,110,170,170,140,140,140,140,170,170,140,110
New Jersey,Northeast,the raspberries,140,110,170,110,170,170,110,140,210,140,140,140,140
New Jersey,Northeast,raspberry fruit,140,90,70,90,210,140,140,110,320,70,90,90,90
New Jersey,Northeast,golden raspberry,70,110,90,70,110,70,110,70,50,70,50,50,50
New Jersey,Northeast,growing raspberries,70,170,50,20,50,40,70,140,170,140,10,20,50
New Jersey,Northeast,wild raspberry,170,70,110,20,40,30,1300,390,50,170,20,40,70
New Jersey,Northeast,how many carbs in raspberries,50,70,50,30,50,70,70,70,50,90,40,40,40
New Jersey,Northeast,raspberry tree,110,140,70,30,50,30,140,320,110,140,40,40,110
New Jersey,Northeast,health benefits of raspberries,90,110,90,90,110,140,110,90,140,90,90,70,70
New Jersey,Northeast,how to grow raspberries,70,140,50,20,50,30,70,90,140,110,20,40,50
New Jersey,Northeast,how many calories in raspberries,90,110,50,50,90,110,90,70,110,90,50,50,50
New Jersey,Northeast,raspberry puree,70,70,70,70,90,70,90,90,70,90,90,50,50
New Jersey,Northeast,red raspberry,70,90,50,50,50,70,90,70,90,90,70,70,50
New Mexico,West,raspberry pi,1600,1300,1600,1900,1600,1900,1600,1600,1600,1300,1600,1300,1300
New Mexico,West,raspberry beret,260,140,260,210,260,260,210,210,320,170,260,260,260
New Mexico,West,blue raspberry,170,210,170,110,140,140,170,210,140,170,140,110,140
New Mexico,West,black raspberry,70,50,70,50,70,50,50,50,50,40,50,40,170
New Mexico,West,raspberry plant,70,110,40,20,40,50,70,90,110,110,20,40,30
New Mexico,West,raspberry bush,50,90,40,10,50,20,50,50,140,90,20,30,50
New Mexico,West,calories in raspberries,50,50,50,30,70,90,50,50,50,40,50,40,40
New Mexico,West,raspberry nutrition,50,40,50,30,50,70,50,30,50,40,50,40,40
New Mexico,West,blowing raspberries,40,40,30,40,30,50,50,40,50,40,50,50,30
New Mexico,West,carbs in raspberries,40,40,50,20,50,50,50,40,30,40,30,30,30
New Mexico,West,raspberry benefits,30,40,40,40,40,50,30,30,40,40,30,20,20
New Mexico,West,rasberries,40,40,40,30,40,50,20,30,50,20,40,30,20
New Mexico,West,raspberry nutrition facts,30,30,20,20,30,30,30,40,20,30,30,20,20
New Mexico,West,raspberry in spanish,70,50,70,70,70,70,70,50,50,70,50,70,70
New Mexico,West,raspberry coulis,30,40,40,40,30,30,20,20,20,20,30,30,30
New Mexico,West,raspberry color,20,20,10,20,30,10,10,20,20,20,10,10,30
New Mexico,West,the raspberries,20,20,20,20,40,20,20,30,30,20,20,20,20
New Mexico,West,raspberry fruit,20,10,10,10,40,30,20,10,40,10,10,10,10
New Mexico,West,golden raspberry,10,10,20,10,10,10,10,20,10,30,20,10,20
New Mexico,West,growing raspberries,30,50,20,10,30,10,30,30,70,50,10,10,10
New Mexico,West,wild raspberry,10,10,30,10,10,10,10,10,10,10,10,10,10
New Mexico,West,how many carbs in raspberries,20,10,20,10,30,30,10,10,20,20,10,10,10
New Mexico,West,raspberry tree,30,20,30,10,10,10,10,50,90,70,10,10,10
New Mexico,West,health benefits of raspberries,20,10,10,20,10,30,20,10,20,10,20,20,10
New Mexico,West,how to grow raspberries,20,50,10,10,20,10,20,20,40,30,10,10,20
New Mexico,West,how many calories in raspberries,10,20,10,10,10,10,10,10,20,10,10,10,10
New Mexico,West,raspberry puree,10,20,20,10,10,10,10,10,10,20,20,10,10
New Mexico,West,red raspberry,10,10,10,10,10,10,10,20,10,20,10,10,10
Nevada,West,raspberry pi,2400,1900,2400,3600,2400,2900,2400,2900,2400,1900,2900,2400,2400
Nevada,West,raspberry beret,320,210,320,320,480,390,260,260,480,210,320,320,320
Nevada,West,blue raspberry,320,390,320,260,320,320,320,320,390,390,260,260,260
Nevada,West,black raspberry,90,70,50,70,90,90,110,90,90,90,90,70,260
Nevada,West,raspberry plant,70,110,40,40,70,30,70,70,140,110,20,40,30
Nevada,West,raspberry bush,50,90,50,10,90,30,90,90,70,90,20,40,20
Nevada,West,calories in raspberries,110,140,110,70,90,140,140,110,110,110,90,70,90
Nevada,West,raspberry nutrition,90,90,90,90,90,140,90,90,90,90,90,90,70
Nevada,West,blowing raspberries,90,70,90,70,70,90,90,90,90,70,70,70,70
Nevada,West,carbs in raspberries,70,90,90,50,90,90,70,90,70,70,50,50,50
Nevada,West,raspberry benefits,70,70,110,50,70,110,90,70,110,70,90,70,50
Nevada,West,rasberries,70,50,90,40,70,70,70,70,70,70,40,50,50
Nevada,West,raspberry nutrition facts,50,50,50,40,50,70,70,50,40,50,30,20,70
Nevada,West,raspberry in spanish,90,70,90,70,90,90,140,70,90,90,90,90,70
Nevada,West,raspberry coulis,40,50,40,70,50,40,40,20,50,30,50,40,40
Nevada,West,raspberry color,40,40,30,30,40,40,40,30,50,40,30,30,40
Nevada,West,the raspberries,30,30,40,30,40,40,30,30,40,20,40,20,20
Nevada,West,raspberry fruit,30,20,30,10,50,40,30,30,70,20,20,20,30
Nevada,West,golden raspberry,20,20,40,20,40,20,20,20,30,20,10,10,30
Nevada,West,growing raspberries,30,50,20,10,20,10,10,40,50,40,10,20,10
Nevada,West,wild raspberry,10,10,20,10,10,10,20,10,10,10,10,10,10
Nevada,West,how many carbs in raspberries,30,30,30,20,30,50,30,40,20,30,20,20,30
Nevada,West,raspberry tree,30,40,30,10,30,20,10,40,30,50,10,10,10
Nevada,West,health benefits of raspberries,30,20,40,30,40,30,50,20,30,30,30,30,30
Nevada,West,how to grow raspberries,20,30,10,10,40,10,10,30,70,40,10,10,20
Nevada,West,how many calories in raspberries,30,40,30,10,40,50,20,30,30,20,20,30,20
Nevada,West,raspberry puree,30,20,20,30,30,20,30,20,40,30,20,30,50
Nevada,West,red raspberry,20,20,20,10,10,20,20,20,30,10,20,20,30
New York,Northeast,raspberry pi,18100,14800,18100,22200,18100,18100,18100,22200,18100,14800,22200,18100,18100
New York,Northeast,raspberry beret,2400,1600,2400,2400,2400,2400,1900,2400,2900,1600,2900,2900,2900
New York,Northeast,blue raspberry,1900,2400,2400,1600,2400,1900,2400,2400,1900,2400,1600,1600,1600
New York,Northeast,black raspberry,1300,1000,1600,720,1000,880,3600,1600,1000,1300,720,880,2400
New York,Northeast,raspberry plant,720,1000,480,140,320,260,1300,1300,880,1300,170,320,320
New York,Northeast,raspberry bush,720,1000,720,210,320,260,1600,1300,720,1300,210,320,390
New York,Northeast,calories in raspberries,880,1300,880,590,1000,1000,1000,1000,1000,1000,590,720,720
New York,Northeast,raspberry nutrition,720,720,720,590,720,880,720,720,720,720,590,590,590
New York,Northeast,blowing raspberries,720,590,720,590,720,720,720,590,720,590,720,720,590
New York,Northeast,carbs in raspberries,480,480,480,260,480,590,480,480,390,480,320,320,390
New York,Northeast,raspberry benefits,590,720,590,590,720,880,590,590,880,590,590,480,480
New York,Northeast,rasberries,590,590,590,390,590,590,590,590,880,480,480,480,480
New York,Northeast,raspberry nutrition facts,320,480,260,260,320,390,390,480,320,480,260,320,210
New York,Northeast,raspberry in spanish,320,260,320,260,390,320,320,320,320,320,320,260,320
New York,Northeast,raspberry coulis,390,390,390,480,480,390,390,320,320,320,390,390,320
New York,Northeast,raspberry color,320,320,390,320,390,320,390,320,320,320,260,390,320
New York,Northeast,the raspberries,260,260,320,260,320,320,260,320,320,260,320,260,320
New York,Northeast,raspberry fruit,260,210,210,260,390,320,320,210,590,170,170,210,210
New York,Northeast,golden raspberry,210,210,260,140,260,210,390,260,210,260,170,140,210
New York,Northeast,growing raspberries,210,390,140,70,110,90,260,320,320,390,50,90,140
New York,Northeast,wild raspberry,320,140,390,50,70,70,1600,480,90,260,70,110,140
New York,Northeast,how many carbs in raspberries,170,170,170,90,210,210,210,170,140,170,110,140,140
New York,Northeast,raspberry tree,210,260,170,90,110,110,390,590,170,260,70,110,170
New York,Northeast,health benefits of raspberries,260,260,210,260,260,320,260,260,320,260,210,260,210
New York,Northeast,how to grow raspberries,140,260,170,30,90,70,170,210,210,260,50,50,90
New York,Northeast,how many calories in raspberries,210,320,210,110,260,260,170,170,320,260,110,140,110
New York,Northeast,raspberry puree,170,170,170,170,170,140,170,170,170,140,170,170,110
New York,Northeast,red raspberry,210,170,210,170,170,210,260,210,210,210,170,170,140
Ohio,Midwest,raspberry pi,9900,8100,9900,14800,12100,12100,9900,9900,9900,8100,12100,9900,8100
Ohio,Midwest,raspberry beret,1900,1300,1900,1600,2400,1900,1900,1600,2400,1600,1900,1900,1900
Ohio,Midwest,blue raspberry,1000,1300,1000,880,1300,1000,1600,1300,1000,1600,880,880,880
Ohio,Midwest,black raspberry,1000,880,1000,590,720,720,2400,2400,880,1000,590,720,1300
Ohio,Midwest,raspberry plant,390,720,210,70,210,170,390,720,590,880,70,140,210
Ohio,Midwest,raspberry bush,390,720,320,70,210,170,590,880,480,880,140,170,210
Ohio,Midwest,calories in raspberries,390,480,390,260,590,720,390,390,590,480,320,390,320
Ohio,Midwest,raspberry nutrition,390,390,260,260,480,590,320,320,390,320,320,390,260
Ohio,Midwest,blowing raspberries,260,260,320,260,260,260,260,210,320,260,260,210,260
Ohio,Midwest,carbs in raspberries,320,390,260,170,480,590,320,260,320,320,260,260,260
Ohio,Midwest,raspberry benefits,210,210,110,170,260,320,170,210,260,210,170,170,140
Ohio,Midwest,rasberries,210,170,170,170,260,210,170,210,260,170,170,110,170
Ohio,Midwest,raspberry nutrition facts,170,210,140,90,170,210,170,170,210,170,110,110,110
Ohio,Midwest,raspberry in spanish,40,40,50,30,50,50,50,40,70,40,30,30,50
Ohio,Midwest,raspberry coulis,140,170,110,210,170,210,110,140,140,110,170,110,110
Ohio,Midwest,raspberry color,140,140,140,90,170,140,140,140,170,170,140,140,110
Ohio,Midwest,the raspberries,390,320,320,320,390,390,320,390,390,320,320,320,390
Ohio,Midwest,raspberry fruit,90,40,40,70,210,140,140,70,170,50,40,40,50
Ohio,Midwest,golden raspberry,110,140,90,90,170,110,170,170,110,170,70,90,110
Ohio,Midwest,growing raspberries,110,260,90,40,110,70,140,170,210,260,40,70,50
Ohio,Midwest,wild raspberry,140,70,70,20,30,20,390,590,40,210,20,40,50
Ohio,Midwest,how many carbs in raspberries,140,140,140,70,210,320,110,140,140,140,110,140,110
Ohio,Midwest,raspberry tree,90,110,50,20,20,30,90,480,50,140,10,30,50
Ohio,Midwest,health benefits of raspberries,110,110,90,90,140,170,70,70,140,110,110,110,70
Ohio,Midwest,how to grow raspberries,90,210,70,20,90,50,90,140,210,170,20,40,50
Ohio,Midwest,how many calories in raspberries,110,110,70,70,170,210,110,90,140,110,70,90,90
Ohio,Midwest,raspberry puree,90,110,110,90,110,90,90,70,70,110,90,50,90
Ohio,Midwest,red raspberry,140,140,140,90,110,110,260,210,140,170,90,90,70
Oklahoma,South,raspberry pi,2900,2400,2400,3600,2900,2900,2900,2900,2900,2400,2900,2400,2400
Oklahoma,South,raspberry beret,390,320,480,390,480,480,390,390,480,320,480,480,390
Oklahoma,South,blue raspberry,320,390,320,210,390,320,320,320,320,390,320,260,260
Oklahoma,South,black raspberry,110,90,70,70,90,70,140,170,90,110,70,40,210
Oklahoma,South,raspberry plant,90,210,30,20,90,50,70,140,210,210,20,30,50
Oklahoma,South,raspberry bush,70,140,40,20,70,30,70,140,140,170,30,40,70
Oklahoma,South,calories in raspberries,90,110,50,50,110,170,70,70,90,90,70,40,70
Oklahoma,South,raspberry nutrition,90,90,90,70,140,140,90,70,90,70,70,70,50
Oklahoma,South,blowing raspberries,90,90,70,90,90,110,90,90,90,70,70,90,70
Oklahoma,South,carbs in raspberries,70,90,70,30,90,110,70,70,70,70,50,50,50
Oklahoma,South,raspberry benefits,50,70,50,70,90,90,40,50,50,50,50,40,40
Oklahoma,South,rasberries,50,70,30,50,70,70,50,40,90,50,40,50,30
Oklahoma,South,raspberry nutrition facts,40,70,30,30,50,50,40,50,30,50,30,20,30
Oklahoma,South,raspberry in spanish,30,40,30,20,50,40,30,30,30,30,20,30,30
